ID,Name,Description,ColumnSpec,Area,Contribution_ID,Feature_Description,Source
UT122,Is the main foot structure trochaic?,,,Phonology,UT,"
The main foot structure is trochaic if the first syllable of a prosodic foot is stressed and it is followed by an unstressed syllable (this structure can be represented as +  ̶  ).

(1) Finnish<br/>
>kana /ˈkɑ.nɑ/ ’hen’<br/>
>kala /ˈkɑ.lɑ/ ’fish’

## Coding

The value is '1' if the main foot structure of a language is trochaic (even if other foot types are also present in a language).",
UT123,Is there lexically distinctive word stress?,,,Phonology,UT,"
If the position of word stress is lexically distinctive, the meaning of the word depends on the position of word stress.

(1) Meadow Mari<br/>
>шерге /ˈʃerge/ ‘expensive’ vs. шерге /ʃerˈge/ ‘comb’

## Coding

The value is '1' if the position of word stress is lexically distinctive.",
UT124,Is there morphologically conditioned stress?,,,Phonology,UT,"
If there is morphologically conditioned stress in a language, some suffixes are always stressed, i.e., carrying secondary stress, even when following a primary stressed syllable (e.g., Estonian suffixes _-kond_, _-janna_, Finnish _-minen_, etc.).

(1) Finnish<br/>
>käveleminen /ˈkæ.ve.le.ˌmi.nen/ ‘walking’<br/>
>kieltäminen /ˈkiel.tæ.ˌmi.nen/ ‘forbidding’

(2) Estonian<br/>
>lauljanna /ˈlɑuːl.ˌjɑn.nɑ/ ‘female singer’

## Coding

The value is '1' if there is morphologically conditioned stress in a language.",
UT125,Is there fixed primary stress?,,,Phonology,UT,"
Fixed primary stress means that the stress is always in the same position in a word. The primary stress can be fixed on the first syllable even if non-initial syllables contain long vowels (see Finnish example). The primary stress may also be fixed on the last syllable of a word (as in Udmurt) or on any other position.

(1) Finnish<br/>
>kiveen /ˈki.veːn/ stone.ILL

(2) Udmurt<br/>
>курыт /ku.ˈrɨt/ ‘bitter’

## Coding

The value is '1' if the primary stress is fixed in a language.",
UT126,Is there stress in heavy syllables?,,,Phonology,UT,"
Heavy syllables have the structure VV and VC (i.e., syllables contain a long vowel, diphthong, or end in a consonant). In some languages, such syllables tend to attract word stress (see _-таш_ in Meadow Mari)..

(1) Meadow Mari<br/>
>кокырыкˈташ /kokərəkˈtɑʃ/ ‘to make someone cough’

## Coding

The value is '1' if heavy syllables tend to attract word stress.",
UT127,Is there non-initial primary stress?,,,Phonology,UT,"
Primary stress can fall on non-initial syllables for several reasons: (i) primary stress is fixed on a non-initial syllable of a word (e.g., in Udmurt); (ii) primary stress is dependent on the syllable structure (e.g., in Meadow Mari on heavy syllables); (iii) the location of stress is free.

(1) Udmurt<br/>
>нунал /nu.ˈnɑl/ ‘day’

(2) Meadow Mari<br/>
>кокырыкˈташ /kokərəkˈtɑʃ/ ‘to make someone cough’

## Coding

The value is '1' if there is non-initial primary stress. When answering the question, only the core vocabulary of the language is considered.",
UT128,Is there palatal vowel harmony?,,,Phonology,UT,"
In the case of palatal vowel harmony, the vowels of a word are either front vowels /æ y ø/ or back vowels /ɑ u o/.

(1) Finnish<br/>
>väsymys /ˈvæ.sy.mys/ 'tiredness'

(2) Finnish<br/>
>vastustaa /ˈvɑstustɑː/ 'to resist'

## Coding

The value is '1' if there is palatal vowel harmony in a language.",
UT129,Is there velar vowel harmony?,,,Phonology,UT,"
In the case of velar vowel harmony, the vowels of a word are either phonologically front vowels /e i/ or back vowels /ɤ ɨ/.

(1) Võro South Estonian<br/>
>asõmõl /ˈɑ.sɤ.mɤl/ ‘instead of’

## Coding

The value is '1' if there is velar vowel harmony in a language.",
UT130,Is there labial vowel harmony?,,,Phonology,UT,"
Labial vowel harmony means that only rounded or unrounded vowels can occur in a word, as in Hungarian.

(1) Hungarian<br/>
>ördög /ˈørdøg/ ‘devil’

## Coding

The value is '1' if there is labial vowel harmony in a language.",
UT131,Are there closing diphthongs?,,,Phonology,UT,"
In a closing diphthong, the last vowel of a diphthong is higher than the first one, e.g., /ɑi ei oi ɑu ou/.

(1) Finnish<br/>
>laulu /ˈlɑu.lu/ ‘song’

(2) Võro South Estonian<br/>
>toukama /ˈtoukː.kɑmɑ/ 'to push'

(3) Soikkola Ingrian<br/>
>haizo /ˈhɑi.so/ ‘smell’

## Coding

The value is '1' if there are closing diphthongs in a language.",
UT132,Are there opening diphthongs?,,,Phonology,UT,"
In an opening diphthong, the last vowel of a diphthong is lower than the first one, e.g., /ie uo yø/.

(1) Finnish<br/>
>työ /ˈtyø/ ’work’

(2) Lule Sami<br/>
>guolle /kuollie/ 'fish'

## Coding

The value is '1' if there are opening diphthongs in a language.",
UT133,Is there a qualitative contrast between subsets of short and long vowels?,,,Phonology,UT,"
Subsets of short and long vowels differ by their quality.

(1) Hungarian<br/>
>kar /ˈkɒr/ ‘arm’ vs. kár /ˈkaːr/ ‘damage; harm’

## Coding

The value is '1' if there is a qualitative contrast between subsets of short and long vowels.",
UT134,Are there full vs. reduced vowels as contrastive subsets?,,,Phonology,UT,"
Subsets of full and reduced vowels form phonologically contrastive subsets.

(1) Meadow Mari<br/>
>пушанге /puˈʃɑŋgə/ ‘tree’ vs. конга /koŋˈgɑ/ ‘oven’

## Coding

The value is '1' if there is a distinctive subset of reduced vowels in a language.",
UT135,Is there a high front rounded vowel /y/?,,,Phonology,UT,"
(1) Finnish<br/>
>pyytää /ˈpyː.tæː/ ask.INF

(2) Hungarian<br/>
>üdvös /ˈyd.vøʃ/ ‘beneficial, useful’

## Coding

The value is '1' if there is a high front rounded vowel /y/.",
UT136,Is there a mid-high front rounded vowel /ø/?,,,Phonology,UT,"
(1) Hungarian<br/>
>ördög /ˈørdøg/ ‘devil’

## Coding

The value is '1' if there is a mid-high front rounded vowel /ø/.",
UT137,Is there a high back unrounded vowel /ɯ ɨ/?,,,Phonology,UT,"
(1) Võro South Estonian<br/>
>sysar /ˈsɯ.sar/ ‘sister’

(2) Komi Zyrian<br/>
>шыр /ʃɨr/ 'mouse'

## Coding

The value is '1' if there is a high back unrounded vowel /ɯ/ or /ɨ/.",
UT138,Is there a mid-high back unrounded vowel /ɤ ɘ/?,,,Phonology,UT,"
(1) Estonian<br/>
>õde /ˈɤte/ ‘sister’

(2) Komi Zyrian<br/>
>шöр /ʃɘr/ 'centre'

## Coding

The value is '1' if there is a mid-high back unrounded vowel /ɤ/ or /ɘ/.",
UT139,Is there a low back rounded vowel /ɒ/?,,,Phonology,UT,"
(1) Hungarian<br/>
>ablak /ˈɒb.lɒk/ ‘window’

## Coding

The value is '1' if there is a low back rounded vowel /ɒ/.",
UT140,Is there a contrast between mid front vowels (/e/ or /ɛ/) and low front vowels (/æ/ or /a/)?,,,Phonology,UT,"
(1) Finnish<br/>
>pere /ˈpe.re/ ‘family’ vs. päre /ˈpæ.re/ ‘pine splinter’

(2) South Saami<br/>
>ledtie /lɛt:ie/ ‘bird’ vs. laedtie /læt:ie/ ‘farmer’

## Coding

The value is '1' if there is a contrast between mid and low front vowels.",
UT141,Are there word-initial consonant clusters?,,,Phonology,UT,"
(1) Estonian<br/>
>krigisema /ˈkri.ki.ˌse.mɑ/ 'to scrunch'

(2) Meadow Mari<br/>
>кредалаш /kre.dɑ.ˈlɑʃ/ 'to fight'

(3) Erzya<br/>
>кши /kʃi/ ‘bread’

## Coding

The value is '1' if word-initial consonant clusters are possible in a language. When answering this question, only core vocabulary is considered.",
UT142,Are there word-internal consonant clusters in the syllable onset?,,,Phonology,UT,"
Word-internal consonant clusters in the syllable onset have the structure #C1C2V.

(1) Erzya<br/>
>шумбрат /ˈʃum.brɑt/ ‘hi; hello’

## Coding

The value is '1' if word-internal consonant clusters can occur in the syllable onset.",
UT143,Are there consonant clusters in the syllable coda?,,,Phonology,UT,"
Consonant clusters in the syllable coda have the structure VC1C2#, VC1C2C3#, etc.

(1) Finnish<br/>
>myrsky /ˈmyrs.ky/ ‘storm’

(2) Võro South Estonian<br/>
>trüüstmä /ˈtryyːsʲtʲ.mæ/ 'to console'

## Coding

The value is '1' if consonant clusters can occur in the syllable coda.",
UT144,Are there word-internal intervocalic clusters of three or more consonants?,,,Phonology,UT,"
Clusters of three or more consonants between vowels have the structure VC1C2C3V, VC1C2C3C4V, etc.

(1) Finnish<br/>
>myrsky /ˈmyrs.ky/ ‘storm’

## Coding

The value is '1' if clusters of three or more consonants can occur between vowels.",
UT145,Are there word-final clusters of three or more consonants?,,,Phonology,UT,"
Word-final clusters of three or more consonants have the structure _VC1C2C3, _VC1C2C3C4, etc.

(1) Estonian<br/>
>järsk /ˈjærsːk/ ‘rough’

(2) Erzya<br/>
>пурдавкс /ˈpurdɑvks/ ‘curve, turn’

## Coding

The value is '1' if word-final clusters of three or more consonants are possible in a language.",
UT146,Are there palatalized alveolar consonants?,,,Phonology,UT,"
In some languages, palatalized alveolar consonants (e.g., /tʲ lʲ nʲ/) contrast with plain alveolar consonants (non-palatalized alveolars) on the phonological level, i.e., the word’s meaning depends on the palatalization or non-palatalization of alveolar consonants.

(1) Estonian<br/>
>hall´ /hɑlʲːlʲ/ ‘grey’ vs. hall /hɑlːl/ ‘frost’

## Coding

The value is '1' if there is a phonological opposition between palatalized alveolar consonants (e.g., /tʲ lʲ nʲ/) and plain alveolar consonants (non-palatalized alveolars) in the core vocabulary.",
UT147,Are there palatalized labial and velar consonants?,,,Phonology,UT,"
In some languages, palatalized labial and velar consonants (e.g., /pʲ vʲ mʲ kʲ/) contrast with plain labial and velar consonants (non-palatalized labials and velars) on the phonological level, i.e., the word's meaning depends on the palatalization or non-palatalization of labials and velars.

(1) Võro South Estonian<br/>
>kamp´ /kɑmʲpʲː/ ‘lump, piece’ vs. kamp /kɑmpː/ ‘gang, company, crew’

## Coding

The value is '1' if there is a phonological opposition between palatalized labials and velars (e.g., /pʲ mʲ kʲ/) and non-palatalized labials and velars in the core vocabulary.",
UT148,Is there a palatal stop?,,,Phonology,UT,"
(1) Hungarian<br/>
>nagy /nɒɟ/ ‘big’

## Coding

The value is '1' if there is a voiceless palatal stop /c/ and/or voiced palatal stop /ɟ/ in a language.",
UT149,Is there a palatal nasal /ɲ/?,,,Phonology,UT,"
(1) Hungarian<br/>
>nyár /ɲaːr/ ‘summer’

## Coding

The value is '1' if there is a palatal nasal /ɲ/ in a language.",
UT150,Is there a palatal lateral /ʎ/?,,,Phonology,UT,"
(1) Udmurt<br/>
>выль /vɨʎ/ 'new'

## Coding

The value is '1' if there is a palatal lateral /ʎ/ in a language.",
UT151,Is there a velar nasal /ŋ/?,,,Phonology,UT,"
(1) Finnish<br/>
>kangas /ˈkɑŋŋɑs/ ‘fabric’

(2) Kazym Khanty<br/>
>яӈ /jɑŋ/ ’ten’

## Coding

The value is '1' if there is a phonemic velar nasal /ŋ/ in a language. Co-articulatory velar nasals (e.g., _king_ [kiŋːk] ’shoe’ in Estonian) are not considered.",
UT152,Is there an alveolar affricate /t͡s/?,,,Phonology,UT,"
(1) Hungarian<br/>
>cica /ˈt͡si.t͡sɒ/ ‘kitten’

## Coding

The value is '1' if there is an alveolar affricate /t͡s/ in a language (consider also dentals).",
UT153,"Is there a non-alveolar affricate (e.g., /t͡ʃ/, /t͡ɕ/)?",,,Phonology,UT,"
(1) Hungarian<br/>
>csoda /ˈt͡ʃo.dɒ/ ‘miracle’

## Coding

The value is '1' if there is a non-alveolar affricate (e.g., /t͡ʃ/, /t͡ɕ/) in a language.",
UT154,Is there a phonological contrast between an unvoiced alveolar sibilant /s/ and an unvoiced postalveolar sibilant /ʃ/?,,,Phonology,UT,"
(1) Hungarian<br/>
>szarka /sɒr.kɒ/ 'magpie' vs. sarka /ʃɒr.kɒ/ corner.POSS.3SG

## Coding

The value is '1' if there is a contrast between unvoiced an alveolar sibilant /s/ and a postalveolar sibilant /ʃ/ in the core vocabulary.",
UT155,"Are there voiced plosives (e.g., /b g d/)?",,,Phonology,UT,"
(1) Hungarian<br/>
>jobb /jobː/ ‘right; better’

## Coding

The value is '1' if there are voiced plosives (e.g., /b g d/) in a language.",
UT156,Is there a glottal stop /ʔ/?,,,Phonology,UT,"
(1) Võro South Estonian<br/>
>kalaq /ˈkɑ.lɑʔ/ fish.PL
>Cf. Finnish kala /ˈkɑ.lɑ / ’fish’

## Coding

The value is '1' if there is a glottal stop /ʔ/ in a language.",
UT157,"Is there a phonological contrast between plain and labial velar consonants (e.g., /k/ vs. /kʷ/)?",,,Phonology,UT,"
(1) Northern Mansi<br/>
>таквыс /tɑkʷəs/ ‘autumn’, акв /ɑkʷ/ ‘one’ vs. кит /kit/ ‘two’

## Coding

The value is '1' if there is a contrast between plain and labial velar consonants in a language.",
UT158,Is there a constraint on the word-initial alveolar trill /r/?,,,Phonology,UT,"
There can be a constraint on word-initial /r/. For example, in Udmurt, word-initial /r/ is not allowed for phonotactic reasons and is replaced with a voiced affricate.

(1) Udmurt<br/>
>ӟуч /d͡ʑut͡ɕ/ ‘Russian’ 

To compare, in Komi, which is a close cognate language, word-initial /r/ is allowed: роч /rot͡ɕ/ ‘Russian’.

## Coding

The value is '1' if there is a constraint on word-initial /r/.",
UT159,Is there a laryngeal fricative /h/?,,,Phonology,UT,"
(1) Finnish<br/>
>raha /ˈrɑ.hɑ/ ‘money’

(2) Hungarian<br/>
>hó /hoː/ ‘snow’

## Coding

The value is '1' if there is a laryngeal fricative /h/ in a language.",
UT160,Is there a voiced velar fricative /ɣ/?,,,Phonology,UT,"
(1) Skolt Saami<br/>
>jooǥǥâst /joːɣɣᴈst/ river.LOC

## Coding

The value is '1' if there is a voiced velar fricative /ɣ/ in a language.",
UT161,Is there a voiceless velar fricative /x/?,,,Phonology,UT,"
(1) Northern Mansi<br/>
>хар /xɑːp/ ‘boat’

## Coding

The value is '1' if there is a phonemic voiceless velar fricative /x/ in the core vocabulary of a language. The co-articulatory voiceless velar fricative [x], as in Finnish _mahtaa_ [ˈmɑx.tɑː] 'can', is not considered.",
UT162,Is there a voiced dental fricative /ð/?,,,Phonology,UT,"
(1) Meadow Mari<br/>
>кудо /kuðo/ ‘hut’

(2) Hill Mari<br/>
>куды /kuðɤ̘/ ‘hut’

## Coding

The value is '1' if there is a voiced dental fricative /ð/ in a language.",
UT163,Is there a labio-velar approximant /w/?,,,Phonology,UT,"
(1) Selkup (Taz)<br/>
>/wərqɨ/ ‘big'

(2) Surgut Khanty<br/>
>/newi/ ’white’

## Coding

The value is '1' if there is a phonemic labio-velar approximant /w/ in a language.",
UT164,Is there a voiceless labiodental fricative /f/?,,,Phonology,UT,"
(1) Hungarian<br/>
>fa /fɒ/ ‘tree’

## Coding

The value is '1' if there is a voiceless labiodental fricative /f/ in the core vocabulary. Recent loanwords and onomatopoetic-descriptive vocabulary (e.g., Finnish _farkut_ [ˈfɑrkut] ‘jeans’, Ingrian _furskaa_ [ˈfurs.kɑː] ’spatter; splutter’) are not considered.",
UT165,Is there radical qualitative consonant gradation?,,,Phonology,UT,"
Radical qualitative consonant gradation is an alternation in consonants that depends on the (historical) openness or closeness of the second syllable. When the second syllable is closed, the consonant at the boundary of the first and second syllable is weakened, lost, or replaced by a “weak” counterpart.

(1) Finnish<br/>
>jalka /jɑl.kɑ/ 'leg' vs. jalat /ˈjɑ.lɑt/ leg.PL

(2) Võro South Estonian<br/>
>selg /selʲːk/ 'back' vs. seläq /ˈse.læʔ/ back.PL

(3) Lule Sami<br/>
>máksá /mɑ:ksɑ:/ pay.3SG.PRS vs. mávsá /mɑ:vsɑ:/ pay.2SG.PRS

## Coding

The value is '1' if there is radical qualitative consonant gradation in a language.",
UT166,Is there quantitative consonant gradation?,,,Phonology,UT,"
Quantitative consonant gradation is an alternation in the duration of consonants, where a single consonant alternates with a geminate consonant, or a short geminate alternates with a long geminate in the word's paradigm.

(1) Võro South Estonian<br/>
>kõttu /ˈkɤtː.tu/ stomach.ILL vs. kõtuq /ˈkɤt.tuʔ/  stomach.PL

(2) Lule Sami<br/>
>guolle /kuollie/ fish.NOM vs. guole /kuolie/ fish.GEN

## Coding

The value is '1' if there is quantitative consonant gradation in a language.",
GB020,Are there definite or specific articles?,,,Syntax,GB,,
GB021,Are there indefinite or non-specific articles?,,,Syntax,GB,,
GB022,Are there prenominal articles?,,,Syntax,GB,,
GB023,Are there postnominal articles?,,,Syntax,GB,,
GB024,What is the order of numeral and noun in the NP?,,,Syntax,GB,,
GB025,What is the order of adnominal demonstrative and noun?,,,Syntax,GB,,
GB026,Can adnominal property words occur discontinuously?,,,Syntax,GB,,
GB027,Are nominal conjunction and comitative expressed by different elements?,,,Syntax,GB,,
GB028,Is there a distinction between inclusive and exclusive?,,,Lexicon,GB,,
GB030,Is there a gender distinction in phonologically independent third person pronouns?,,,Lexicon,GB,,
GB031,Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun or person index system?,,,Lexicon,GB,,
GB035,Are there three or more distance contrasts in adnominal demonstratives?,,,Lexicon,GB,,
GB036,Do adnominal demonstratives show an elevation distinction?,,,Lexicon,GB,,
GB037,Do adnominal demonstratives show a visible-nonvisible distinction?,,,Lexicon,GB,,
GB038,Are there demonstrative classifiers?,,,Morphology,GB,,
GB039,Is there nonphonological allomorphy of noun number markers?,,,Morphology,GB,,
GB041,Are there several nouns (more than three) which are suppletive for number?,,,Lexicon,GB,,
GB042,Is there a productive overt morphological singular marker on nouns?,,,Morphology,GB,,
GB043,Is there a productive morphological dual marker on nouns?,,,Morphology,GB,,
GB044,Is there a productive morphological plural marker on nouns?,,,Morphology,GB,,
GB046,Is there an associative plural marker for nouns?,,,Morphology,GB,,
GB047,Is there a productive morphological pattern for deriving an action/state noun from a verb?,,,Morphology,GB,,
GB048,Is there a productive morphological pattern for deriving an agent noun from a verb?,,,Morphology,GB,,
GB049,Is there a productive morphological pattern for deriving an object noun from a verb?,,,Morphology,GB,,
GB051,Is there a noun class/gender system where masculine and feminine categories are a factor in class assignment?,,,Lexicon,GB,,
GB052,Is there a noun class/gender system where shape is a factor in class assignment?,,,Lexicon,GB,,
GB053,Is there a noun class/gender system where animacy is a factor in class assignment?,,,Lexicon,GB,,
GB054,Is there a noun class/gender system where plant status is a factor in class assignment?,,,Lexicon,GB,,
GB057,Are there numeral classifiers?,,,Morphology,GB,,
GB058,Are there possessive classifiers?,,,Morphology,GB,,
GB059,Is the adnominal possessive construction different for alienable and inalienable nouns?,,,Syntax,GB,,
GB065,What is the pragmatically unmarked order of adnominal possessor and possessed noun?,,,Syntax,GB,,
GB068,"Do property words (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?",,,Morphology,GB,,
GB069,"Do adnominal property words (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?",,,Morphology,GB,,
GB070,"Are there morphological cases for non-pronominal core arguments (i.e. S, A or P)?",,,Morphology,GB,,
GB071,"Are there morphological cases for phonologically independent personal pronominal core arguments (i.e. S, A or P)?",,,Morphology,GB,,
GB072,"Are there morphological cases for oblique non-pronominal NPs (i.e. not S, A or P)?",,,Morphology,GB,,
GB073,"Are there morphological cases for phonologically independent oblique personal pronouns (i.e. not S, A or P)?",,,Morphology,GB,,
GB074,Are there prepositions?,,,Syntax,GB,,
GB075,Are there postpositions?,,,Syntax,GB,,
GB079,"Do verbs have prefixes or proclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",,,Morphology,GB,,
GB080,"Do verbs have suffixes or enclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",,,Morphology,GB,,
GB081,Is there productive infixation in verbs?,,,Morphology,GB,,
GB082,Is there overt morphological marking of present tense on verbs?,,,Morphology,GB,,
GB083,Is there overt morphological marking on the verb dedicated to past tense?,,,Morphology,GB,,
GB084,Is there overt morphological marking on the verb dedicated to future tense?,,,Morphology,GB,,
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,,,Morphology,GB,,
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,,,Syntax,GB,,
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,,,Syntax,GB,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,,,Syntax,GB,,
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,,,Syntax,GB,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,,,Syntax,GB,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,,,Syntax,GB,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,,,Syntax,GB,,
GB096,Are variations in marking strategies of core participants based on verb classes?,,,Syntax,GB,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,,,Syntax,GB,,
GB099,Is there verb suppletion for participant person?,,,Lexicon,GB,,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,,,Morphology,GB,,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,,,Morphology,GB,,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,,,Syntax,GB,,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",,,Morphology,GB,,
GB108,Is there directional or locative morphological marking on verbs?,,,Morphology,GB,,
GB109,Is there verb suppletion for participant number?,,,Lexicon,GB,,
GB110,Is there verb suppletion for tense or aspect?,,,Lexicon,GB,,
GB111,Are there conjugation classes?,,,Morphology,GB,,
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,,,Morphology,GB,,
GB114,Is there a phonologically bound reflexive marker on the verb?,,,Morphology,GB,,
GB115,Is there a phonologically bound reciprocal marker on the verb?,,,Morphology,GB,,
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",,,Syntax,GB,,
GB117,Is there a copula for predicate nominals?,,,Syntax,GB,,
GB118,Are there serial verb constructions?,,,Syntax,GB,,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,,,Morphology,GB,,
GB120,Can aspect be marked by an inflecting word (‘auxiliary verb’)?,,,Morphology,GB,,
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,,,Morphology,GB,,
GB122,Is verb compounding a regular process?,,,Morphology,GB,,
GB123,Are there verb-adjunct (aka light-verb) constructions?,,,Syntax,GB,,
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,,,Morphology,GB,,
GB126,Is there an existential verb?,,,Syntax,GB,,
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,,,Syntax,GB,,
GB129,Is there a notably small number of verb roots in the language?,,,Lexicon,GB,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,,,Syntax,GB,,
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,,,Syntax,GB,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,,,Syntax,GB,,
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,,,Syntax,GB,,
GB134,Is the order of constituents the same in main and subordinate clauses?,,,Syntax,GB,,
GB135,Do clausal objects usually occur in the same position as nominal objects?,,,Syntax,GB,,
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",,,Syntax,GB,,
GB137,Can standard negation be marked clause-finally?,,,Syntax,GB,,
GB138,Can standard negation be marked clause-initially?,,,Syntax,GB,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,,,Syntax,GB,,
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",,,Syntax,GB,,
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,,,Syntax,GB,,
GB147,Is there a morphological passive marked on the lexical verb?,,,Morphology,GB,,
GB148,Is there a morphological antipassive marked on the lexical verb?,,,Morphology,GB,,
GB149,Is there a morphologically marked inverse on verbs?,,,Morphology,GB,,
GB150,Is there clause chaining?,,,Syntax,GB,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,,,Syntax,GB,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,,,Morphology,GB,,
GB155,Are causatives formed by affixes or clitics on verbs?,,,Morphology,GB,,
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,,,Syntax,GB,,
GB158,Are verbs reduplicated?,,,Morphology,GB,,
GB159,Are nouns reduplicated?,,,Morphology,GB,,
GB160,Are elements apart from verbs or nouns reduplicated?,,,Morphology,GB,,
GB165,Is there a productive morphological trial marker on nouns?,,,Morphology,GB,,
GB166,Is there a productive morphological paucal marker on nouns?,,,Morphology,GB,,
GB167,Is there a logophoric pronoun?,,,Syntax,GB,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,,,Syntax,GB,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,,,Syntax,GB,,
GB172,Can an article agree with the noun in noun class/gender?,,,Syntax,GB,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",,,Morphology,GB,,
GB184,Can an adnominal property word agree with the noun in number?,,,Syntax,GB,,
GB185,Can an adnominal demonstrative agree with the noun in number?,,,Syntax,GB,,
GB186,Can an article agree with the noun in number?,,,Syntax,GB,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,,,Morphology,GB,,
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,,,Morphology,GB,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,,,Morphology,GB,,
GB193,What is the order of adnominal property word and noun?,,,Syntax,GB,,
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,,,Morphology,GB,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,,,Morphology,GB,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,,,Syntax,GB,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,,,Syntax,GB,,
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,,,Syntax,GB,,
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,,,Syntax,GB,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,,,Syntax,GB,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,,,Syntax,GB,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,,,Syntax,GB,,
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,,,Syntax,GB,,
GB257,Can polar interrogation be marked by intonation only?,,,Syntax,GB,,
GB260,Can polar interrogation be indicated by a special word order?,,,Syntax,GB,,
GB262,Is there a clause-initial polar interrogative particle?,,,Syntax,GB,,
GB263,Is there a clause-final polar interrogative particle?,,,Syntax,GB,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,,,Syntax,GB,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",,,Syntax,GB,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,,,Syntax,GB,,
GB270,Can comparatives be expressed using two conjoined clauses?,,,Syntax,GB,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,,,Syntax,GB,,
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,,,Morphology,GB,,
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,,,Syntax,GB,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,,,Syntax,GB,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,,,Syntax,GB,,
GB291,Can polar interrogation be marked by tone?,,,Syntax,GB,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,,,Morphology,GB,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,,,Syntax,GB,,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,,,Morphology,GB,,
